credit_id,user_id,credit_date,credit_amount
6eb20621-31d1-4206-a1a1-146129be9c7f,1878a9a1-1027-4d50-9258-691171cc2882,2024-01-01,825.25
0c372fce-fc02-4446-b3b7-961ab2d71d48,a5b61ff9-c6b5-4c50-9a25-a3751f4d4eb6,2024-01-01,499.88
7d47bd5e-35d1-4551-8154-c5e29cd61515,aee19847-35df-4bf8-a11d-e4d73b2e78c5,2024-01-01,596.01
88d7271c-a130-4f4b-bf06-29a7993e6e0f,ad5183c3-9a24-467e-8f0d-14c00e9a11d6,2024-01-01,888.56
1ed77c5d-6b99-4370-823f-6244b1bc8cad,81df4cc5-1ecb-4d7b-9f7a-3fcaf842d98e,2024-01-01,158.76
a393d175-83fd-45dc-8d35-fad03b7f85d8,05c36ac8-acd5-4219-bf7e-d72045528d59,2024-01-01,279.40999999999997
41c820e0-351b-4b82-bb24-9c228d43fa47,3cc4177e-ac1e-455a-a4e7-2bbeff534fd2,2024-01-01,687.84
80760b32-0fbe-4e25-9675-8580a66099d5,a313d0c4-daf7-4b3a-b6c8-cc2ed90b5548,2024-01-01,109.92999999999999
fb2c4560-c87f-4f86-a067-77a614e23015,7bda4745-867e-459d-9634-afee4a8780dc,2024-01-01,218.93
0f0d490e-7c96-4bed-9ed6-3531d3eadf16,4d055fd6-e3e6-4b90-af00-eaaf96fe2ad8,2024-01-01,162.26
e9ad21c6-5be9-4e29-a2e6-39bd7d79f2ab,12aefff0-e7b4-43df-b6e8-f700f1f842e6,2024-01-01,574.4399999999999
523f927b-7125-492f-b094-7d6d120906a8,ac977728-14ae-4a3d-a6b8-bcb6e5d0f504,2024-01-01,674.65
a04b3a71-5c6e-475e-b436-33f5b10309ad,f932402b-3b68-4bf6-85a8-95c59a4f74f6,2024-01-01,357.03
b88a9e1f-01f3-4ec1-bd39-a45318d473bd,5e914731-974e-404a-95b3-a6750d1367a8,2024-02-01,107.02
154f112e-52c5-463d-a8a6-a70e07201f39,07b8d544-d244-438d-b992-7e9b7dcaff60,2024-02-01,674.66
d031e95b-7acc-41c8-bf38-21a5f00df5c1,6751ac12-f79e-4df5-946e-4fbcdb022e07,2024-02-01,203.74
57d6ac64-b871-497f-9d6d-26206d838caa,42520a12-cb9c-407b-9b84-4427137753be,2024-02-01,874.51
c7a823e5-b1a4-4997-8483-855a758ba101,a8f56c65-74f4-42a6-a2bb-60a7b0ff8de3,2024-02-01,127.97
d3bb0f3d-bc5e-434a-86d6-70936bb12de4,557d1a2d-6829-4028-94c1-86137e1216b7,2024-02-01,709.14
54d9c3f8-fa83-459b-b616-7793cd806094,cdb8cf2c-b0ee-452b-97fa-a993e222c3e2,2024-02-01,512.88
b4102887-8c81-427b-a824-686b770e9f9d,845f6549-9150-4199-aab2-cb840f82ece2,2024-02-01,123.58
ba94c60f-a228-485c-9de1-3b45e712dbc3,1ba3fea7-ed89-4352-8bcb-8e4de4a094a1,2024-02-01,680.41
b475a8bc-2859-460d-9e65-63456516bdbf,85922b58-529e-400e-b5e7-a02a7886d9d4,2024-03-01,844.24
8397d150-d3d2-482e-b102-bf1772b55f22,3dc88e3a-5a7e-4efa-b597-6486851adb9f,2024-03-01,167.81
a49476f8-f098-4513-bf6d-b330e988d9d6,1a4bdb68-6b7e-4f8c-8b6a-ebfae8f96931,2024-03-01,655.41
78818268-c807-4305-97c0-4952d7331ca6,2514c9b3-a3d2-40b4-8c29-b83a695ca6d8,2024-03-01,848.27
81b5bcd3-08d5-43b3-a5b6-766443ae86b0,3642fe50-7c21-4fcc-8bf5-c0234cbab289,2024-03-01,527.08
4001e8bc-cf7b-4822-9b0c-7ebdae5f8e6b,60a75232-93a0-431d-bed9-082fc5325a18,2024-03-01,327.42
cc4511ac-b8de-47a9-b1ea-3f81b9905825,41d01d64-0bb8-4dc1-ac69-11988f94dfaf,2024-03-01,301.61
445a3f5f-0c0c-43a6-9394-3ee72a0ac1ba,aa4e964c-13cb-4f42-9938-26945253dffb,2024-03-01,533.83
46bdb336-465e-42aa-bcb4-0ad85a93c9d2,b2d5b63d-aa9b-461c-9b29-bb9e5273ca9e,2024-04-01,469.68
1f4b2062-2319-4b40-bef6-754dc185c7e9,07659788-5307-4e56-95b3-8b088c042d9a,2024-04-01,770.42
9ecf3145-6ed9-414c-a137-defb408eda13,3086a401-b015-46e6-9f70-4ece087d300d,2024-04-01,786.67
70e7f48c-fb7a-4fc4-ae7f-83eeb43d0c60,714ed893-8df9-4b1e-93c2-9662ac0b830b,2024-04-01,755.8199999999999
e538d5b5-4d28-4e95-9d25-a29c7f986645,91b944dc-7196-407e-b6a5-74d38a4f7e69,2024-04-01,404.31
4bbc2617-52eb-494e-a2f7-99610a42bcc1,9fd459b1-5dc6-4df2-80e4-5a12fff1198f,2024-04-01,363.59999999999997
e12b311a-cd2d-4801-b111-f1300fc425f7,0f2912e9-60b4-4e52-9d7d-02d3b3a81f01,2024-04-01,139.46
80fa1b83-68a0-4931-bbea-67561c383323,daf7c087-2354-4565-be9a-91fea8846fef,2024-04-01,181.65
bf759bd9-7612-4fb1-bdf3-0d98d1dca10f,4f77d475-ca00-4967-928c-71d9aeb4fff4,2024-04-01,356.07
9d480b8e-7c37-44b8-ad7a-f29e2bf1f4fe,962f6aa6-9a3c-4bdc-8a08-eb213c489681,2024-05-01,398.94
1c943c03-eb73-4d59-bc75-ad35b53656b5,1cb725a2-87a7-4960-bf96-2d2e512dcf19,2024-05-01,671.35
570536fa-59d1-419f-913f-132106741694,850b7ccd-1206-411c-ae27-49cb3b256004,2024-05-01,161.91
2d2a9714-878d-4914-8656-7a5e0ee343bc,7b437be0-b9b9-48f3-b0bf-6baaa0c039ca,2024-05-01,594.31
be295fbd-be67-48a4-80cf-205d75b4dc93,3ccfc8d1-a29f-4ea0-b391-d77e4209b67c,2024-05-01,568.4399999999999
58247afe-349b-4181-9998-e7619ec94bc7,85d83431-8f10-4523-9930-1243afda28fc,2024-05-01,749.0
33fe0ee6-8363-4956-ab40-aa8050eed481,51185246-10d0-45c4-9087-f829ebdb5c27,2024-05-01,815.47
e03428fc-bed3-43fa-acd4-9d56d12bda74,12d4e03a-522e-404f-944e-4a392b1eb485,2024-05-01,432.7
46983a00-6ca0-4667-9bf8-fd358fbdc2b5,7912c268-8871-4898-8805-6f145fc2e983,2024-05-01,273.4
e77d8afd-dbab-407d-a183-5550f29c9ac8,48c4572f-19cc-400a-bc75-786033fd15c9,2024-06-01,320.23
4f9e2f51-5e7a-4f8d-bd99-f7ef253e1372,2eb39775-5964-41ce-b013-1015e579f9ed,2024-06-01,927.6899999999999
c7ce6bef-4f08-4db9-b20e-648c86339919,bd17326c-b842-4ba5-85a4-788fa409a4cf,2024-06-01,147.54
74ffd763-546e-4090-9b2d-aea74e1aef3a,53465298-7de0-4e84-96fe-5b5dbf9f0d3e,2024-06-01,290.67
1a206fa0-e575-4fce-95d2-6a0611ca227d,5fd7ba25-9cc1-4548-852a-d6e6eea78083,2024-06-01,121.56
7c5ffcc2-417f-407d-8a08-92daad6fa6d4,e8c54c47-abfc-4122-b71c-62f10269bb69,2024-06-01,287.55
d2c7d71e-444f-48ba-8c10-fad7c1a301e1,10d38b4b-6991-4ac0-b6c0-3e838012dc80,2024-06-01,397.76
da7321f2-0a29-4f44-8693-17abe8c8ea60,3b308cd1-b440-4eda-8cd9-b2a76bc720f2,2024-06-01,144.07
5eeb8024-f994-4546-8744-557010f03ca0,3765e618-a8b4-4739-8753-2b8ed5fe2583,2024-05-01,936.62
d4270df2-bb99-46f2-845d-bf53a84279ca,dcebb379-eca5-4df9-b9ce-92d9731bfff1,2024-05-01,651.1999999999999
26c8e239-cd69-40b8-b416-17bb35882936,80f5d124-07ae-46f3-a006-b35d7f8281b8,2024-05-01,684.9399999999999
aa4162fe-fec2-42dc-b6df-9e9f8c07236b,c49d5ee2-2829-4592-9715-6b5e1258b7ff,2024-05-01,460.28999999999996
40103693-51e6-4986-bbad-49eeea0be4f3,425e84cd-e8c0-4637-a078-2ffcac5378a7,2024-05-01,198.06
b0481da5-05e7-4e55-9464-393ac799d105,2b100d2c-748d-4a88-9fc8-a848084d8b4b,2024-05-01,246.81
2346a848-433e-4012-88d4-7964560b9034,e91746a7-84b8-4f9e-9261-b3781f37073f,2024-05-01,846.23
5c36e002-2069-4029-ac58-5f9c72395173,e265c1c1-c890-4d9c-8ee6-4aee8581a361,2024-06-01,444.3
12de9e32-deb7-48c7-836c-ce7e6f426ec3,7016af72-4e4a-4b48-a028-83acf5cd5b41,2024-06-01,513.76
0d712a60-92b0-4a60-815d-162727e5a26d,e427fc63-ce9a-4dc9-86f9-ab210ee710a0,2024-06-01,169.95
24752d3b-1146-4ba9-b354-4fb44dc0b30d,d173e20c-1946-449d-9fec-9f7f66853dcb,2024-06-01,250.54
560b887b-1c90-41f8-ab29-aeeeaf0de0d3,763138b9-2d1e-417d-a5ac-46fc889fe8af,2024-06-01,333.45
82dc2b9f-7317-4d7c-9172-be9ada6dfa1b,6e7d6221-5ab3-4b7f-abeb-35d6f5c79ec5,2024-06-01,403.67
90eba7dc-4331-4e7e-bc9a-33376b73fef3,44d4c2af-dea2-4de3-9ffe-0c7f47531124,2024-06-01,997.52
f232ed60-4590-4fc5-b812-848db51fc17f,fbd9b96d-f8a4-47a7-9439-9a27d4be660d,2024-06-01,277.12
ce4df0f4-b412-46b2-8fda-a48591aebb31,b577b141-3e2d-4784-9f63-f174a77a6bef,2024-06-01,224.54
d719cbe4-3d4a-4773-95c0-9d4fb62f65b7,662431ec-e1e5-418f-8a58-14e36bb6667f,2024-06-01,850.17
a1c56b4f-4fa0-4e86-a7b8-49d8008e90d2,d127dad5-44af-4867-89ef-628c2d674a94,2024-02-01,462.2
953020b1-65cc-4e1b-be7e-a8098c0e501e,97dfb654-c43f-4890-a1e4-17da0d868064,2024-02-01,420.94
bb55e0f5-818f-4f3e-9d86-afac0cebf2b5,4ed086ca-7cf5-4df3-bb29-e2a5f358bb85,2024-02-01,327.34
4e92f618-26aa-46f6-a84d-b00e62313af8,e4531b7e-de43-4398-8703-bc9808b49550,2024-02-01,972.67
2c0900b6-a673-4454-bacf-fb1ee960493b,b4565048-09d7-4a5c-b0d6-5bdb9f194e5f,2024-02-01,183.95
2e8691d9-4c82-4f15-8842-f3835014420c,1fb6801d-8d4e-40ab-96b7-f77efe8ad366,2024-02-01,781.6999999999999
e17e206e-906a-409a-bd67-958946a97fbb,4898e274-afe6-492f-b629-0f26ccc9f031,2024-03-01,794.55
37d02e6e-ba3b-4cc9-9bed-58177734fac4,e91c6349-0716-4a70-9f0c-98683b5c55ab,2024-02-01,460.46
ccf1d04c-337c-4301-921c-7364b462d8e9,869a581d-71b1-4f23-922b-1d2b8aab6834,2024-10-01,895.5799999999999
425f3fd4-3722-4a7d-b90a-8ea8cc51827e,b043d02a-c006-41db-b5f0-3bc7f5a60074,2024-10-01,357.7
79ef957b-02b6-452a-95d1-3003f0acbd62,3a301164-3674-4aac-9eb8-2357514cebb1,2024-01-01,709.78
684c9fb1-68be-46d1-8c98-4bcb8a4903b1,a68e8389-3295-4f56-a460-fd8db65e76b0,2024-01-01,687.62
6457d22c-7e33-44c7-9093-421d2bda3c2c,d0eb3c2e-0306-4d91-bd2d-b339c3bbb615,2024-01-01,411.11
b7f9e337-4048-4eaf-9ab0-24b594dc3a1a,945eb0d5-85ce-446e-9f54-ca27da6c997a,2024-01-01,496.23
ee70b050-0581-4bc2-87b8-637adbaa28da,220c30f7-fd31-483f-9ac5-29e3aefe98ec,2024-01-01,566.18
e8718c3a-116b-4c22-bf3c-8d7fa56f7acf,8d8687e3-67cc-4f5f-8eea-22b5adc60641,2024-01-01,940.68
4c160186-b1d5-4ccd-987b-cc380ca433f9,40d6c119-074c-440b-b6df-37fa9976c3ae,2024-01-01,703.61
44984db6-d8c9-4976-a993-59ccae4304b1,6f87a53a-29ec-46db-8431-18ae29d5cc75,2024-01-01,308.73
72c6c1fa-b94d-4676-b0e3-724e353f914c,a6995358-927a-483e-83bf-8fa1f0f4eb80,2024-01-01,296.87
3989e3c5-5c75-4828-88e4-6940153261a9,ff88c289-d03d-4e6f-9976-17e243d3bfd5,2024-01-01,219.01999999999998
221799f6-82e2-42d6-a089-24532c837272,35287089-4f60-490d-a34e-ca16e9b9ca6f,2024-01-01,279.07
96df7684-191f-43f7-88f3-34e323d55c95,9c7c660b-d9d5-466b-aace-0aad390fb231,2024-01-01,498.8
91666c01-684e-40da-872c-430d895252a0,f0838e75-7b75-4d8a-b93a-5828ce78d7ec,2024-01-01,962.64
3b4d961f-1241-4269-97eb-a0cf60164101,452cd2da-d117-4bf1-8562-df162739c2d4,2024-01-01,161.82999999999998
29192c9d-4fa7-4e1a-a14d-96e76365b4ff,a91a18a9-a933-4987-8e8f-be9039504112,2024-01-01,269.48
1d5ccdea-01ed-45e5-87c7-cec0fe913acb,6110596a-3e6b-451c-a790-6438e66b0185,2024-01-01,855.4499999999999
c9205df5-dc28-431d-9bdf-9b4248ba2428,20f274ac-9a91-4e1d-b87c-89a4532f33b7,2024-01-01,722.4499999999999
12345,12345,2024-06-01,411.11
c9205df5-dc28-431d-9bdf-9b4248ba2428,12345,2024-02-01,333.45
c9205df5-dc28-431d-9bdf-9b4248ba2429,12345,2024-03-01,403.67
c9205df5-dc28-431d-9bdf-9b4248ba2430,12345,2024-02-01,997.52
c9205df5-dc28-431d-9bd34f-9b4248ba2430,12345,2024-10-01,277.12
